"","Entity","Share of people who disagree vaccines are important for children to have","Share of people who agree vaccines are safe","Share of people who disagree vaccines are safe","Share of people who agree vaccines are effective","Share of people who disagree vaccines are effective","Share of people who agree vaccines are important for children to have","Standard deviation of life satisfaction","All causes - Disability Adjusted Life Years (WHO (2015))","Share of population covered by health insurance (ILO (2014))","Public Expenditure on Health (Tanzi & Schuktnecht (2000))","Health Expenditure and Financing (per capita) (OECDstat (2017))","Current health expenditure per capita, PPP (current international $)","Health expenditure per capita, PPP (World Bank (2016))","HAQ Index (IHME (2017))","Beds in for-profit privately owned hospitals (number) (OECD)","Beds in for-profit privately owned hospitals (per 1,000 population) (OECD)","Beds in not-for-profit privately owned hospitals (number) (OECD)","Beds in not-for-profit privately owned hospitals (per 1,000 population) (OECD)","Beds in publicly owned hospitals (number) (OECD)","Beds in publicly owned hospitals (per 1,000 population) (OECD)","Acute care beds (number) (OECD)","Acute care beds (per 1,000 population) (OECD)","Dentists (per 100,000 population) (OECD)","Dentists (headcount) (OECD)","For-profit privately owned hospitals (number) (OECD)","For-profit privately owned hospitals (per million population) (OECD)","General hospitals (number) (OECD)","General hospitals (per million population) (OECD)","Hospitals (number) (OECD)","Hospitals (per million population) (OECD)","Long-term care beds (number) (OECD)","Long-term care beds (per 1,000 population) (OECD)","Long-term care beds (per 1,000 population aged 65+) (OECD)","Midwives (headcount) (OECD)","Midwives (per 1,000 live births) (OECD)","Not-for-profit privately owned hospitals (number) (OECD)","Not-for-profit privately owned hospitals (per million population) (OECD)","Nurses (per 1,000 population) (OECD)","Nurses (headcount) (OECD)","Physicians (per 1,000 population) (OECD)","Physicians (headcount) (OECD)","Psychiatric care beds (number) (OECD)","Psychiatric care beds (per 1,000 population) (OECD)","Psychiatrists (per 1,000 population) (OECD)","Psychiatrists (headcount) (OECD)","Publicly owned hospitals (number) (OECD)","Publicly owned hospitals (per million population) (OECD)","Surgical specialists (per 1,000 population) (OECD)","Surgical specialists (headcount) (OECD)","Hospital beds (number) (OECD)","Hospital beds, nurse-to-bed ratio (OECD)","Hospital beds (per 1,000 population) (OECD)","Healthy Life Expectancy (IHME)","Life Expectancy (IHME)","Years Lived With Disability (IHME)","Public expenditure on health per capita in developing countries (PPP) (World Bank (WDI) (2017))","Health","Old Age","Out-of-pocket expenditure per capita on healthcare (PPP USD) (WHO Global Health Expenditure)","Percentage of persons without health insurance (%)","How much we think we spend on health expenditure (IPSOS (2016))","How much we actually spend on health expenditure (IPSOS (2016))","Public expenditure on health %GDP (OWID extrapolated series)","Total gross official disbursements for medical research and basic heath sectors","BCG immunization coverage among 1-year-olds (WHO 2017)","Hepatitis B (HepB3) immunization coverage among 1-year-olds (WHO 2017)","DTP3 immunization coverage among 1-year-olds (WHO 2017)","Polio (Pol3) immunization coverage among 1-year-olds (WHO 2017)","Measles (MCV) immunization coverage among 1-year-olds (WHO 2017)","Number of confirmed tetanus cases (WHO 2017)","Number confirmed polio cases (WHO 2017)","Number of confirmed pertussis cases (WHO 2017)","Number of confirmed measles cases (WHO 2017)","Number of confirmed diphtheria cases (WHO 2017)","Estimated deaths due to tuberculosis per 100,000 population, excluding HIV (WHO 2017)","Estimated number of deaths due to tuberculosis, excluding HIV (WHO 2017)"
"224","North Africa and Middle East",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.5,73.16,10.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","North America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9040.350311,8707.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.05,79.16,11.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","North Korea",NA,NA,NA,NA,NA,NA,NA,36756,NA,NA,NA,NA,NA,62.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.01,70.85,7.84,NA,NA,NA,NA,NA,NA,NA,NA,2.36e+10,97,96,96,99,98,0,0,0,0,0,61,15000
"227","Northern Africa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3137e+11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Northern America",6,72,11,83,6,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Northern Cyprus",0,87.54796099,4.080252763,92.26433623,1.099801988,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Northern Europe",3,73,10,84,3,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Northern Ireland",NA,NA,NA,NA,NA,NA,1.754067063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.68,80.15,10.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Northern Mariana Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.86,75.47,9.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Norway",1.923139822,83.20643864,5.672668284,93.22316795,2.733297377,96.46415387,1.868804097,19615,100,6.9,"5926.4438",6221.641638,6307.78,90.5,NA,NA,NA,NA,14446,2.74,16885,3.2,1.37,7244,NA,NA,NA,NA,NA,NA,0,0,0,4434,78.14,NA,NA,26.34,139507,6.46,34210,5657,1.07,0.26,1374,NA,NA,0.57,3013,18996,2.26,3.6,71.49,82.1,10.61,NA,"..","..",887.98853,NA,20,10,8.3096182,NA,NA,NA,95,95,95,2,0,1902,14,2,0.2,11
"234","Oceania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.34,62.19,7.85,NA,NA,NA,NA,NA,NA,NA,NA,1.179e+11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","OECD - Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"..","..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","OECD members",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4880.160455,4579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Oman",NA,NA,NA,NA,NA,NA,NA,27260,97,NA,NA,1635.870769,795.79,77.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.2,76.97,10.76,NA,NA,NA,104.14493,NA,NA,NA,3.19022858,2.5e+08,99,99,99,99,99,0,0,120,0,0,0.5,24
"238","Other small states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1140.352083,506.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Pacific island small states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291.9972178,268.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Pakistan",2.048896381,87.46708615,4.48254764,87.1201023,4.363841243,92.95755059,NA,50534,26.6,NA,NA,134.4414606,126.33,43.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.63,67.61,8.98,44.41218036,NA,NA,89.383614,NA,NA,NA,0.91881147,2.0375e+11,85,72,72,72,61,667,323,0,386,9,23,44000
"241","Palau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1611.489044,1287.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,913.4388848,NA,NA,226.84311,NA,NA,NA,6.53197026,1.5e+08,NA,90,90,89,95,0,0,0,0,0,6.2,1
"242","Palestine",0.034427239,90.82341118,2.984742974,90.33826154,2.905361767,99.81809299,NA,NA,16.2,NA,NA,NA,NA,70.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.79,71.82,10.03,NA,NA,NA,NA,NA,NA,NA,NA,9.625e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","Panama",1.570896565,87.0117918,5.074907607,83.74548712,5.632541832,96.14010546,NA,27476,51.8,NA,NA,1542.796273,796.08,64.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.38,78.92,9.54,1242.110614,NA,NA,470.90369,NA,NA,NA,5.87836609,3.23e+09,99,73,73,72,90,0,0,9,0,0,6.1,240
"244","Papua New Guinea",NA,NA,NA,NA,NA,NA,NA,59322,NA,NA,NA,98.58088454,114.06,38.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.13,60.79,7.67,99.42352141,NA,NA,5.6810246,NA,NA,NA,3.46554272,6.417e+10,65,62,62,63,60,0,0,0,38,0,40,3100
"245","Paraguay",1.697453577,77.71853639,7.960701128,79.03654747,8.33697707,96.55910239,NA,30862,23.6,NA,NA,724.3116252,724.33,60.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.96,74.48,9.52,403.2017812,NA,NA,264.27051,NA,NA,NA,4.50224038,5.62e+09,99,93,93,89,83,3,0,32,0,0,4,260
"246","Peru",3.121639456,70.20276962,17.46744447,69.91956511,15.37898786,94.65921348,NA,26911,64.4,NA,NA,671.0036469,626.2,69.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.84,79.74,9.9,403.6246729,NA,NA,207.45259,NA,17,6,3.31875118,9.5e+09,91,90,90,88,92,22,0,119,4,0,6.2,2000
"247","Philippines",5.130115078,78.73598856,13.90519241,86.23393266,8.878665282,93.43471143,NA,41446,82,NA,NA,322.7779997,287.33,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.64,70.1,8.46,113.1863607,NA,NA,172.83017,NA,24,5,1.61468522,9.55e+10,80,60,60,79,82,880,0,5,619,9,13,14000
"248","Poland",4.148356811,77.59000688,5.265834808,84.56692082,3.961528701,89.29095657,NA,25415,97.5,NA,"1527.8929",1704.195989,1550.72,79.6,67732,1.78,0,0,184549,4.85,184230,4.85,1.09,41281,370,9.72,961,25.31,1058,27.86,652,0.02,0.1,37694,93.77,0,0,7.69,291864,3.85,146037,24736,0.65,0.09,3504,598,15.71,0.54,20592,251537,NA,6.62,67.6,77.93,10.33,NA,"..","..",396.16248,NA,10,6,4.5076396,NA,94,96,98,92,96,14,0,2183,84,0,1.4,540
"249","Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.47e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Portugal",0.989262723,80.76637384,5.142860342,69.12951856,8.31421332,96.44636303,1.956165552,19815,100,NA,"2319.3756",2661.397049,2507.79,84.5,3683,0.36,7220,0.7,24050,2.33,33447,3.25,1.01,10412,56,5.44,171,16.6,225,21.84,NA,NA,NA,NA,NA,58,5.63,NA,NA,4.97,51241,6559,0.64,0.13,1312,111,10.78,0.73,7544,34953,NA,3.39,70.51,80.99,10.47,NA,"..","..",735.89484,NA,NA,NA,6.15818911,NA,32,98,98,98,98,0,0,230,8,0,2.1,210
"251","Post-demographic dividend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5539.735207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Pre-demographic dividend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159.8945114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Puerto Rico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.62,78.77,10.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Qatar",NA,NA,NA,NA,NA,NA,NA,22923,100,NA,NA,3900.286232,2882.33,85.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.15,79.87,11.71,NA,NA,NA,242.92445,NA,NA,NA,1.87539141,NA,97,99,99,99,99,0,0,0,18,0,0.3,7
"255","Romania",4.578165028,65.21081461,12.88616864,74.28533652,6.003139346,89.42052721,NA,28496,94.3,NA,NA,1090.416516,988.16,74.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.54,75.23,9.69,930.5565843,NA,NA,232.00484,NA,NA,NA,4.47447755,NA,98,90,89,89,86,7,0,93,4,0,5.5,1100
"256","Russia",9.4713641,44.63316828,23.61144764,61.48502592,11.99016161,77.27611037,NA,39906,88,NA,NA,1414.028282,1586.56,71.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1182693,NA,8.05,61.91,70.87,8.96,926.2270062,NA,NA,515.22107,NA,11,7,3.69092281,NA,96,97,97,97,98,13,0,6452,843,2,11,15000
"257","Rwanda",0.626441374,93.53981408,1.638061847,98.66094322,0.647665643,98.49394064,NA,54160,91,NA,NA,143.1853392,161.76,47.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.47,67.77,8.3,47.90486804,NA,NA,37.179249,NA,NA,NA,2.86940115,8.313e+10,99,98,98,98,97,6,0,0,1,0,3.8,440
"258","Saint Kitts and Nevis",NA,NA,NA,NA,NA,NA,NA,NA,28.8,NA,NA,1442.733631,1332.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,817.19995,NA,NA,NA,2.14460502,3e+07,95,94,93,90,95,0,0,0,0,0,2.5,1
"259","Saint Lucia",NA,NA,NA,NA,NA,NA,NA,NA,35.5,NA,NA,681.3680759,897.64,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.38,76.13,9.75,383.5099396,NA,NA,329.6796,NA,NA,NA,3.59929525,1.9e+08,99,99,99,99,97,0,0,8,0,0,0.7,1
"260","Saint Vincent and the Grenadines",NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,469.5055234,554.51,57.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.7,71.64,8.94,476.1162821,NA,NA,100.68762,NA,NA,NA,4.38522311,2.1e+08,99,98,98,97,99,0,0,0,0,0,1.5,2
"261","Samoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335.8615542,379.39,62.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.87,71.89,9.02,380.3740371,NA,NA,38.628162,NA,NA,NA,6.53686898,5.16e+09,83,59,66,61,69,0,0,0,1,0,0.9,2
"262","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3674.645142,3708.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,673.5119,NA,NA,NA,5.73605882,NA,NA,75,76,76,53,0,0,0,1,0,0,0
"263","Sao Tome and Principe",NA,NA,NA,NA,NA,NA,NA,NA,2.1,NA,NA,308.3572367,202.92,49.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.65,70.6,8.95,113.0058446,NA,NA,35.996059,NA,NA,NA,3.61225473,3.65e+09,97,96,96,96,93,0,0,0,0,0,3.6,7
"264","Saudi Arabia",1.308725088,84.51071616,2.732971172,83.49132373,3.867741563,94.51344559,NA,27174,NA,NA,NA,3121.341632,1680.59,79.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.38,77.1,10.72,NA,NA,NA,467.57504,NA,NA,NA,3.49078974,1e+07,98,98,98,97,98,1,0,11,219,4,2.1,660
"265","Scotland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.68,79.06,10.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Senegal",2.716341588,73.36482792,14.74161457,81.01150969,9.406832361,94.94049743,NA,53970,20.1,NA,NA,97.08918675,96.4,44.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.89,66.24,8.35,56.07660558,NA,NA,42.894653,NA,NA,NA,2.41795607,8.352e+10,95,89,89,85,80,4,0,0,58,0,23,3400
"267","Serbia",5.377880369,65.95616367,9.233046412,73.36397391,5.18177842,84.24047902,NA,28151,92.1,NA,NA,1323.690595,986.94,75.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.07,75.9,9.84,885.8648835,NA,NA,537.25604,NA,20,10,6.4165056,1.15e+09,98,94,95,95,86,4,0,89,383,0,1.2,110
"268","Seychelles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,867.3181766,936.89,66.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.95,73.68,8.73,NA,NA,NA,21.547663,NA,NA,NA,3.10724273,1.5e+08,99,98,97,97,98,0,0,0,0,0,0,0
"269","Sierra Leone",0.653627709,92.75960827,3.92525476,93.03010582,3.612389795,98.39615515,NA,117683,0,NA,NA,256.3404367,228.18,41.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.63,59.15,7.52,37.63821568,NA,NA,98.019753,NA,NA,NA,1.88380186,1.4083e+11,90,86,86,86,76,11,0,23,607,0,51,3300
"270","Singapore",2.117348819,76.19201145,3.045648006,76.94395752,2.87016643,85.74143969,NA,14354,100,NA,NA,3681.29594,3578.05,86.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.62,83.73,10.11,NA,NA,NA,1161.4761,NA,21,5,2.05468332,NA,99,96,96,96,95,0,0,17,138,0,1.2,70
"271","Slovak Republic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1916.8807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Slovakia",2.6178205,73.24740637,6.388160352,80.30219642,2.391224857,84.68860603,NA,25991,94.8,NA,NA,2061.950585,2146.56,78.6,NA,NA,NA,NA,NA,NA,26692,4.91,NA,NA,NA,NA,72,13.24,131,24.08,4145,0.76,5.09,NA,NA,NA,NA,NA,NA,NA,NA,4430,0.81,NA,NA,NA,NA,NA,NA,31659,0.67,5.82,66.88,76.97,10.09,NA,NA,"..",380.29736,NA,NA,NA,5.8395992,NA,90,96,96,96,95,0,0,334,1,0,0.6,32
